ISO	WALS	AUTOTYP	Glottolog	Name.ethn	Name.wals	Name.autotyp	Name.glottlog	Latitude	Longitude	UULID
bqn			bulg1240	Bulgarian Sign Language			Bulgarian Sign Language	42.7918	25.0026	[i-bqn][w-][a-][g-bulg1240]
bqo			balo1264	Balo			Balo	6.12552	9.69365	[i-bqo][w-][a-][g-balo1264]
bqp	bus	1059	busa1253	Busa	Busa	Busa	Busa	9.91074	4.39929	[i-bqp][w-bus][a-1059][g-busa1253]
bqq			biri1259	Biritai			Biritai	-2.92042	137.68	[i-bqq][w-][a-][g-biri1259]
bqr			buru1304	Burusu			Burusu	3.36912	117.012	[i-bqr][w-][a-][g-buru1304]
bqs			bosn1248	Bosmun			Bosngun	-4.16201	144.647	[i-bqs][w-][a-][g-bosn1248]
bqt			bamu1254	Bamukumbit			Bamukumbit	5.87292	10.3537	[i-bqt][w-][a-][g-bamu1254]
bqu			bogu1241	Boguru			Boguru	4.49213	29.1344	[i-bqu][w-][a-][g-bogu1241]
bqv			begb1241	Koro Wachi			Begbere-Ejar	9.40519	7.59566	[i-bqv][w-][a-][g-begb1241]
bqw			buru1299	Buru			Buru-Angwe	7.01091	10.8617	[i-bqw][w-][a-][g-buru1299]
bqx			baan1242	Baangi			Baangi	10.8083	5.7261	[i-bqx][w-][a-][g-baan1242]
bqy	kkl	1060	beng1239	Bengkala Sign Language	Kata Kolok	Kata Kolok	Kata Kolok	-8.383	115.098	[i-bqy][w-kkl][a-1060][g-beng1239]
bqz			baka1273	Bakaka			Bakaka	4.79991	9.80402	[i-bqz][w-][a-][g-baka1273]
bra			braj1242	Braj Bhasha			Braj	26.4758	78.0813	[i-bra][w-][a-][g-braj1242]
brb	bra	1061	lave1249	Lave	Brao	Brao	Brao	14.5994	107.008	[i-brb][w-bra][a-1061][g-lave1249]
brc	bdc	1062	berb1259	Berbice Creole Dutch	Berbice Dutch Creole	Berbice Dutch Creole	Berbice Creole Dutch	5.3829	-58.0002	[i-brc][w-bdc][a-1062][g-berb1259]
brd			bara1357	Baram			Baraamu	28.3768	85.0584	[i-brd][w-][a-][g-bara1357]
bre	bre	1067	bret1244	Breton	Breton	Breton	Breton	48.2452	-3.78934	[i-bre][w-bre][a-1067][g-bret1244]
brf	brq	1021	bera1259	Bera	Bera	Bira	Bera	1.50054	30.0293	[i-brf][w-brq][a-1021][g-bera1259]
brg	baq	1063	baur1253	Baure	Baure	Baure	Baure	-13.61	-63.68	[i-brg][w-baq][a-1063][g-baur1253]
brh	brh	518	brah1256	Brahui	Brahui	Brahui	Brahui	29.04	66.56	[i-brh][w-brh][a-518][g-brah1256]
bri	bku	1064	mokp1239	Mokpwe	Bakueri	Bakueri	Mokpwe	4.24178	9.23887	[i-bri][w-bku][a-1064][g-mokp1239]
brj			bier1246	Bieria			Bieria	-16.7867	168.232	[i-brj][w-][a-][g-bier1246]
brk			birk1242	Birked			Birked	12.5	24.83	[i-brk][w-][a-][g-birk1242]
brl			birw1238	Birwa			Birwa	-22.17	28.33	[i-brl][w-][a-][g-birw1238]
brm	bbu	1065	bara1361	Barambu	Barambu	Barambu	Barambu	3.34642	26.861	[i-brm][w-bbu][a-1065][g-bara1361]
brn	brc	1066	boru1252	Boruca	Boruca	Boruca	Boruca	8.88093	-83.2124	[i-brn][w-brc][a-1066][g-boru1252]
bro			brok1249	Brokkat			Dur Brokkat	27.6544	90.648	[i-bro][w-][a-][g-brok1249]
brp			bara1375	Barapasi			Barapasi	-2.28732	137.054	[i-brp][w-][a-][g-bara1375]
brq			brer1240	Breri			Breri	-4.73271	144.707	[i-brq][w-][a-][g-brer1240]
brr			bira1254	Birao			Birao	-9.73716	160.52	[i-brr][w-][a-][g-bira1254]
brs			bara1371	Baras			Baras	-1.5667	119.342	[i-brs][w-][a-][g-bara1371]
brt			bita1251	Bitare			Bitare	6.87398	11.3072	[i-brt][w-][a-][g-bita1251]
bru	bru	1068	east2332	Bru. Eastern	Bru {Eastern}	Bru {Eastern}	Eastern Bru	17.1311	105.671	[i-bru][w-bru][a-1068][g-east2332]
brv	brw	1069	west2397	Bru. Western	Bru {Western}	Bru {Western}	Western Bru	16.4906	104.754	[i-brv][w-brw][a-1069][g-west2397]
brw			bell1261	Bellari			Bellari	13.64667	74.86354	[i-brw][w-][a-][g-bell1261]
brx	bod	1070	bodo1269	Bodo	Bodo	Bodo	Bodo-Mech	26.1	92	[i-brx][w-bod][a-1070][g-bodo1269]
bry			buru1309	Burui			Burui	-4.03527	143.015	[i-bry][w-][a-][g-buru1309]
brz			bilb1241	Bilbil			Bilibil	-5.26505	145.764	[i-brz][w-][a-][g-bilb1241]
bsa			abin1243	Abinomn			Abinomn	-2.92281	138.891	[i-bsa][w-][a-][g-abin1243]
bsb			brun1245	Bisaya. Brunei			Brunei Bisaya-Dusun	4.60791	114.517	[i-bsb][w-][a-][g-brun1245]
bsc	bsr	1071	bass1258	Oniyan	Basari	Basari	Bassari-Tanda	12.4529	-13.3495	[i-bsc][w-bsr][a-1071][g-bass1258]
bsd			sara1350				Sarawak Bisaya	NA	NA	[i-bsd][w-][a-][g-sara1350]
bse			wush1238	Wushi			Wushi	6.07415	10.6035	[i-bse][w-][a-][g-wush1238]
bsf			bauc1238	Bauchi			Bauchi	10.2077	6.61686	[i-bsf][w-][a-][g-bauc1238]
bsg			bash1263	Bashkardi			Bashkardi	32	53	[i-bsg][w-][a-][g-bash1263]
bsh	ktz	1072	kati1270	Kati	Kati {in Afghanistan}	Kati {Afghanistan}	Kate	35.4145	70.9826	[i-bsh][w-ktz][a-1072][g-kati1270]
bsh	ktz	2784	kati1270	Kati	Kati {in Afghanistan}	Kati {West Papua and Indonesia}	Kate	35.4145	70.9826	[i-bsh][w-ktz][a-2784][g-kati1270]
bsi			bass1260	Bassossi			Bassossi	5.23655	9.52275	[i-bsi][w-][a-][g-bass1260]
bsj			bang1348	Bangwinji			Bangwinji	9.57157	11.2022	[i-bsj][w-][a-][g-bang1348]
bsk	bur	40	buru1296	Burushaski	Burushaski	Burushaski	Burushaski	36.2161	74.8236	[i-bsk][w-bur][a-40][g-buru1296]
bsl			basa1280	Basa-Gumna			Basa-Gumna	9.94207	6.58105	[i-bsl][w-][a-][g-basa1280]
bsm			busa1254	Busami			Busami	-1.73681	136.032	[i-bsm][w-][a-][g-busa1254]
bsn	brs	493	bara1380	Barasana-Eduria	Barasano	Barasano	Barasana-Eduria	0.02193	-70.808	[i-bsn][w-brs][a-493][g-bara1380]
bso			buso1242	Buso			Buso	12.5008	17.6011	[i-bso][w-][a-][g-buso1242]
bsp	bgs	1073	baga1272	Baga Sitemu	Baga Sitemu	Baga Sitemu	Baga Sitemu	10.4793	-14.4756	[i-bsp][w-bgs][a-1073][g-baga1272]
bsq			nucl1418	Bassa			Bassa	7.27501	-11.543	[i-bsq][w-][a-][g-nucl1418]
bsr			bass1259	Bassa-Kontagora			Bassa-Kontagora	10.3333	4.98331	[i-bsr][w-][a-][g-bass1259]
bss			akoo1248	Akoose			Akoose	4.9243	9.65522	[i-bss][w-][a-][g-akoo1248]
bst			bask1236	Basketo			Basketo	6.45774	36.5763	[i-bst][w-][a-][g-bask1236]
bsu			baho1237	Bahonsuai			Bahonsuai	-2.22572	121.707	[i-bsu][w-][a-][g-baho1237]
bsv			baga1274	Baga Sobane			Baga Sobane	9.98865	-13.9054	[i-bsv][w-][a-][g-baga1274]
bsw	bys	1074	bais1246	Baiso	Bayso	Bayso	Baiso	6.44892	37.7681	[i-bsw][w-bys][a-1074][g-bais1246]
bsx			yang1290	Yangkam			Yangkam	9.44956	10.2881	[i-bsx][w-][a-][g-yang1290]
bsy			saba1267	Bisaya. Sabah			Sabah Bisaya	5.30433	115.512	[i-bsy][w-][a-][g-saba1267]
bsz			soul1243				Souletin Basque	NA	NA	[i-bsz][w-][a-][g-soul1243]
bta			bata1314	Bata			Bata	9.68091	12.677	[i-bta][w-][a-][g-bata1314]
btb			beti1250				Beti {Cameroon}	3.22265	11.6896	[i-btb][w-][a-][g-beti1250]
btc			bati1251	Bati			Bati {Cameroon}	4.25573	11.0591	[i-btc][w-][a-][g-bati1251]
btd			bata1294	Batak Dairi			Batak Dairi	2.51438	98.2427	[i-btd][w-][a-][g-bata1294]
bte			gamo1241	Gamo-Ningi			Gamo-Ningi	10.9346	9.24843	[i-bte][w-][a-][g-gamo1241]
btf			birg1239	Birgit			Birgit	12.0228	19.8182	[i-btf][w-][a-][g-birg1239]
btg			gagn1235	Bete. Gagnoa			Gagnoa Bete	6.10051	-5.9701	[i-btg][w-][a-][g-gagn1235]
bth	bit	1076	biat1246	Bidayuh. Biatah	Biatah	Biatah	Biatah Bidayuh	1.17596	110.254	[i-bth][w-bit][a-1076][g-biat1246]
bti			bura1276	Burate			Burate	-2.79301	136.038	[i-bti][w-][a-][g-bura1276]
btj			baca1243	Malay. Bacanese			Bacanese Malay	-0.62275	127.49	[i-btj][w-][a-][g-baca1243]
btl			bhat1237	Bhatola			Bhatola	22.7174	80.842	[i-btl][w-][a-][g-bhat1237]
btm			bata1291	Batak Mandailing			Batak Mandailing	0.85805	99.898	[i-btm][w-][a-][g-bata1291]
btn			rata1245	Ratagnon			Ratagnon	12.2785	121.187	[i-btn][w-][a-][g-rata1245]
bto			irig1242	Bikol. Rinconada			Iriga Bicolano	13.3896	123.331	[i-bto][w-][a-][g-irig1242]
btp			budi1249	Budibud			Budibud	-9.29802	153.689	[i-btp][w-][a-][g-budi1249]
btq			bate1262	Batek			Batek	4.8223	102.382	[i-btq][w-][a-][g-bate1262]
btr			baet1237	Baetora			Baetora	-15.2574	168.159	[i-btr][w-][a-][g-baet1237]
bts			bata1288	Batak Simalungun			Batak Simalungun	3.04372	98.9083	[i-bts][w-][a-][g-bata1288]
btt			bete1262	Bete-Bendi			Bete-Bendi	6.62037	9.20189	[i-btt][w-][a-][g-bete1262]
btu			batu1255	Batu			Batu	6.81588	10.9377	[i-btu][w-][a-][g-batu1255]
btv			bate1261	Bateri			Bateri	34.9582	72.92674	[i-btv][w-][a-][g-bate1261]
btw			butu1244	Butuanon			Butuanon	8.87009	125.418	[i-btw][w-][a-][g-butu1244]
btx	bkr	545	bata1293	Batak Karo	Batak {Karo}	Koro Batak	Batak Karo	2.12787	98.2517	[i-btx][w-bkr][a-545][g-bata1293]
bty			bobo1254	Bobot			Bobot	-3.43514	130.179	[i-bty][w-][a-][g-bobo1254]
btz	alx	1078	bata1292	Batak Alas-Kluet	Alas	Alas	Batak Alas-Kluet	3.4293	97.8123	[i-btz][w-alx][a-1078][g-bata1292]
bua		1095	buri1258			Buriat		NA	NA	[i-bua][w-][a-1095][g-buri1258]
bub			buaa1245	Bua			Bua	9.92491	18.0821	[i-bub][w-][a-][g-buaa1245]
buc			bush1250	Bushi			Kibosy Kiantalaotsy-Majunga	-12.9652	45.1368	[i-buc][w-][a-][g-bush1250]
bud	ncm	3165	ntch1242	Ntcham	Ncam	Ncam	Ntcham	9.23971	0.599275	[i-bud][w-ncm][a-3165][g-ntch1242]
bue	beo	1079	beot1247		Beothuk	Beothuk	Beothuk	48	-57	[i-bue][w-beo][a-1079][g-beot1247]
buf	bsh	1080	bush1247	Bushoong	Bushoong	Bushoong	Bushoong	-4.69463	21.4556	[i-buf][w-bsh][a-1080][g-bush1247]
bug	bug	1056	bugi1244	Bugis	Bugis	Bugis	Buginese	-4.47	119.977	[i-bug][w-bug][a-1056][g-bugi1244]
buh	pnu		youn1235	Bunu. Younuo	Bunu {Younuo}		Younuo Bunu	25.7638	110.474	[i-buh][w-pnu][a-][g-youn1235]
bui			bong1284	Bongili			Bongili	0.37063	16.6079	[i-bui][w-][a-][g-bong1284]
buj			basa1281	Basa-Gurmana			Basa-Gurmana	10.2488	6.74865	[i-buj][w-][a-][g-basa1281]
buk			buga1250	Bugawac			Bugawac	-6.67519	147.32	[i-buk][w-][a-][g-buga1250]
bul	bul	678	bulg1262	Bulgarian	Bulgarian	Bulgarian	Bulgarian	43.3646	25.047	[i-bul][w-bul][a-678][g-bulg1262]
bum	buw	1083	bulu1251	Bulu	Bulu	Bulu	Bulu {Cameroon}	3.16141	11.6365	[i-bum][w-buw][a-1083][g-bulu1251]
bun		2910	sher1258	Sherbro		Sherbro	Sherbro	7.77585	-12.7405	[i-bun][w-][a-2910][g-sher1258]
buo	bun	1084	tere1278	Terei	Buin	Buin	Terei	-6.70051	155.745	[i-buo][w-bun][a-1084][g-tere1278]
bup			buso1238	Busoa			Busoa	-5.60524	122.622	[i-bup][w-][a-][g-buso1238]
buq			brem1238	Brem			Barem	-4.67372	145.562	[i-buq][w-][a-][g-brem1238]
bus			boko1267	Bokobaru			Bokobaru	9.52724	3.80058	[i-bus][w-][a-][g-boko1267]
but			bung1270	Bungain			Bungain	-3.69674	143.796	[i-but][w-][a-][g-bung1270]
buu	bdu	3139	budu1250	Budu	Budu	Budu	Budu	2.00501	27.951	[i-buu][w-bdu][a-3139][g-budu1250]
buv			bunn1240	Bun			Bun	-4.51885	143.892	[i-buv][w-][a-][g-bunn1240]
buw			bubi1250	Bubi			Bubi	-1.16762	12.32251	[i-buw][w-][a-][g-bubi1250]
bux			bogh1241	Boghom			Boghom	9.49679	10.11454	[i-bux][w-][a-][g-bogh1241]
buy		3031	bull1247	Bullom So		Bullom So	Bullom So	9	-13.16	[i-buy][w-][a-3031][g-bull1247]
buz			bukw1238	Bukwen			Bukwen	6.9415	10.2006	[i-buz][w-][a-][g-bukw1238]
bva			bare1279	Barein			Barain	10.970124	17.911727	[i-bva][w-][a-][g-bare1279]
bvb	bub	1086	bube1242	Bube	Bubi	Bubi	Bube	3.53638	8.68929	[i-bvb][w-bub][a-1086][g-bube1242]
bvc			bael1237	Baelelea			Baelelea	-8.41627	160.721	[i-bvc][w-][a-][g-bael1237]
bvd			baeg1237	Baeggu			Baeggu	-8.49014	160.771	[i-bvd][w-][a-][g-baeg1237]
bve			bera1262	Malay. Berau			Berau Malay	1.6687	117.934	[i-bve][w-][a-][g-bera1262]
bvf			boor1242	Boor			Boor	10.0904	17.5648	[i-bvf][w-][a-][g-boor1242]
bvg			bonk1243	Bonkeng			Bonkeng	4.66054	9.76306	[i-bvg][w-][a-][g-bonk1243]
bvh			bure1242	Bure			Bure	10.4603	10.4554	[i-bvh][w-][a-][g-bure1242]
bvi			bela1255	Belanda Viri			Belanda Viri	7.41311	27.6956	[i-bvi][w-][a-][g-bela1255]
bvj			baan1241	Baan			Baan	4.66709	7.30065	[i-bvj][w-][a-][g-baan1241]
bvk			buka1261	Bukat			Bukat	1.29075	113.246	[i-bvk][w-][a-][g-buka1261]
bvl			boli1236	Bolivian Sign Language			Bolivian Sign Language	-16.38949	-67.57823	[i-bvl][w-][a-][g-boli1236]
bvm			bamu1256	Bamunka			Bamunka	6.00203	10.5127	[i-bvm][w-][a-][g-bamu1256]
bvn			buna1277	Buna			Buna	-3.95553	144.119	[i-bvn][w-][a-][g-buna1277]
bvo			bolg1251	Bolgo			Bolgo	10.9025	18.8076	[i-bvo][w-][a-][g-bolg1251]
bvp			buma1247	Bumang			Bumang	23.02	103.34	[i-bvp][w-][a-][g-buma1247]
bvq	brz	1087	birr1240	Birri	Birri	Birri	Birri	5.33	24.6	[i-bvq][w-brz][a-1087][g-birr1240]
bvr	bua	1088	bura1267	Burarra	Burarra	Burarra	Burarra	-12.3061	134.365	[i-bvr][w-bua][a-1088][g-bura1267]
bvs			belg1241				Belgian Sign Language	NA	NA	[i-bvs][w-][a-][g-belg1241]
bvs		1089	vlaa1235			Sign Language Flemish		NA	NA	[i-bvs][w-][a-1089][g-vlaa1235]
bvt			bati1253	Bati			Bati {Indonesia}	-3.61403	130.815	[i-bvt][w-][a-][g-bati1253]
bvu			buki1247	Malay. Bukit			Bukit Malay	-2.75049	115.64	[i-bvu][w-][a-][g-buki1247]
bvv	bnv		bani1254	Baniva	Baniva		Avane	5.26123	-67.5633	[i-bvv][w-bnv][a-][g-bani1254]
bvw			boga1251	Boga			Boga	10.188	12.936	[i-bvw][w-][a-][g-boga1251]
bvx	bbl	1090	dibo1245	Dibole	Babole	Babole	Dibole	1.07773	17.2305	[i-bvx][w-bbl][a-1090][g-dibo1245]
bvy			bayb1234	Baybayanon			Baybayanon	10.6956	124.8086	[i-bvy][w-][a-][g-bayb1234]
bvz	bzi	33	bauz1241	Bauzi	Bauzi	Bauzi	Bauzi	-2.44717	137.629	[i-bvz][w-bzi][a-33][g-bauz1241]
bwa			bwat1240	Bwatoo			Bwatoo	-21.3777	165.076	[i-bwa][w-][a-][g-bwat1240]
bwb			namo1248	Namosi-Naitasiri-Serua			Namosi-Naitasiri-Serua	-18.5308	177.637	[i-bwb][w-][a-][g-namo1248]
bwc			bwil1245	Bwile			Bwile	-8.3041	29.4071	[i-bwc][w-][a-][g-bwil1245]
bwd			bwai1242	Bwaidoka			Bwaidoka	-9.51158	150.297	[i-bwd][w-][a-][g-bwai1242]
bwe	kbw	1091	bwek1238	Karen. Bwe	Karen {Bwe}	Karen {Bwe}	Bwe Karen	18.9796	96.9936	[i-bwe][w-kbw][a-1091][g-bwek1238]
bwf			bose1237	Boselewa			Boselewa	-9.44763	150.693	[i-bwf][w-][a-][g-bose1237]
bwg			barw1243	Barwe			Barwe	-17.675	33.4534	[i-bwg][w-][a-][g-barw1243]
bwh			bish1246	Bishuo			Bishuo	6.67251	9.79396	[i-bwh][w-][a-][g-bish1246]
bwi	bnw	960	bani1255	Baniwa	Baniwa	Baniwa	Baniwa do Icana	2.17859	-67.7704	[i-bwi][w-bnw][a-960][g-bani1255]
bwj			laal1241	Bwamu. Laa Laa			Laa Laa Bwamu	11.6524	-3.17735	[i-bwj][w-][a-][g-laal1241]
bwk			bauw1240	Bauwaki			Bauwaki	-9.82577	148.815	[i-bwk][w-][a-][g-bauw1240]
bwl			bwel1238	Bwela			Bwela	3.22	19.28	[i-bwl][w-][a-][g-bwel1238]
bwm		3122	biwa1243	Biwat		Biwat	Biwat	-4.39429	143.873	[i-bwm][w-][a-3122][g-biwa1243]
bwn			wuna1248	Bunu. Wunai			Wunai Bunu	27.9649	110.473	[i-bwn][w-][a-][g-wuna1248]
bwo	ssh	1092	boro1277	Borna	Shinassha	Shinassha	Boro {Ethiopia}	10.6596	35.345	[i-bwo][w-ssh][a-1092][g-boro1277]
bwp			mand1445	Mandobo Bawah			Mandobo Bawah	-6.37255	140.451	[i-bwp][w-][a-][g-mand1445]
bwq			sout2840	Bobo Madare. Southern			Southern Bobo Madare	11.5409	-4.26497	[i-bwq][w-][a-][g-sout2840]
bwr	bpa	1085	bura1292	Bura-Pabir	Bura-Pabir	Bura-Pabir	Bura-Pabir	10.4822	12.3007	[i-bwr][w-bpa][a-1085][g-bura1292]
bws			bomb1262	Bomboma			Bomboma	2.40195	18.7841	[i-bws][w-][a-][g-bomb1262]
bwt			bafa1247	Bafaw-Balong			Bafaw-Balong	4.53307	9.522	[i-bwt][w-][a-][g-bafa1247]
bwu	buy	1093	buli1254	Buli	Buli {in Ghana}	Buli {Ghana}	Buli {Ghana}	10.5763	-1.26748	[i-bwu][w-buy][a-1093][g-buli1254]
bwv			baha1262				Bahau River Kenyah	NA	NA	[i-bwv][w-][a-][g-baha1262]
bww			bwaa1238	Bwa			Bwa	2.5957	25.2514	[i-bww][w-][a-][g-bwaa1238]
bwx			buna1273	Bunu. Bu-Nao			Bunu	24.1025	107.711	[i-bwx][w-][a-][g-buna1273]
bwy			cwib1235	Bwamu. Cwi			Cwi Bwamu	11.4182	-2.95115	[i-bwy][w-][a-][g-cwib1235]
bwz			bwis1242	Bwisi			Bwisi	-3.23686	11.9595	[i-bwz][w-][a-][g-bwis1242]
bxa			baur1252	Tairaha			Bauro	-10.5826	161.863	[i-bxa][w-][a-][g-baur1252]
bxb			bela1256	Belanda Bor			Belanda Bor	6.6503	27.8232	[i-bxb][w-][a-][g-bela1256]
bxc			mole1238	Molengue			Molengue	1.3718	9.61289	[i-bxc][w-][a-][g-mole1238]
bxd			pela1242	Pela			Pela	24.2142	97.9183	[i-bxd][w-][a-][g-pela1242]
bxe			bira1253	Ongota			Ongota	5.29807	37.025	[i-bxe][w-][a-][g-bira1253]
bxf			bilu1244	Minigir			Bilur	-4.39732	152.334	[i-bxf][w-][a-][g-bilu1244]
bxg			bang1353	Bangala			Bangala	3.3466	28.04453	[i-bxg][w-][a-][g-bang1353]
bxh			buhu1237	Buhutu			Buhutu	-10.5074	150.18	[i-bxh][w-][a-][g-buhu1237]
bxi			pirl1238	Pirlatapa			Pirlatapa	-29.524	139.77	[i-bxi][w-][a-][g-pirl1238]
bxj	bxj	3142	bayu1240	Bayungu	Bayungu	Bayungu	Bayungu	-23.3809	114.108	[i-bxj][w-bxj][a-3142][g-bayu1240]
bxk	buk	1082	buku1249	Lubukusu	Bukusu	Bukusu	Bukusu	0.68043	34.7719	[i-bxk][w-buk][a-1082][g-buku1249]
bxl			jalk1242	Jalkunan			Jalkunan	10.5426	-5.21959	[i-bxl][w-][a-][g-jalk1242]
bxm	but		mong1330	Buriat. Mongolia	Buriat		Mongolia Buriat	48.7686	109.005	[i-bxm][w-but][a-][g-mong1330]
bxn			burd1238	Burduna			Burduna	-22.9646	114.658	[i-bxn][w-][a-][g-burd1238]
bxo			bari1241	Barikanchi			Barikanchi	11.989	8.4331	[i-bxo][w-][a-][g-bari1241]
bxp			bebi1242	Bebil			Bebil	4.86672	13.3848	[i-bxp][w-][a-][g-bebi1242]
bxq			beel1236	Beele			Beele	10.1609	10.4204	[i-bxq][w-][a-][g-beel1236]
bxr			russ1264	Buriat. Russia			Russia Buriat	50.85331	105.5637	[i-bxr][w-][a-][g-russ1264]
bxs			busa1251	Busam			Busam	5.8604	9.68068	[i-bxs][w-][a-][g-busa1251]
bxt			buxi1237				Buxinhua	NA	NA	[i-bxt][w-][a-][g-buxi1237]
bxu			chin1476	Buriat. China			China Buriat	48.7593	117.786	[i-bxu][w-][a-][g-chin1476]
bxv			bera1261	Berakou			Berakou	12.5	15	[i-bxv][w-][a-][g-bera1261]
bxw			bank1258	Bankagooma			Bankagooma	11.7497	-5.50744	[i-bxw][w-][a-][g-bank1258]
bxx			born1252				Borna {Democratic Republic of Congo}	1.79156	26.0814	[i-bxx][w-][a-][g-born1252]
bxz			bina1275	Binahari			Binahari-Neme	-10.0874	148.835	[i-bxz][w-][a-][g-bina1275]
bya	bat	1077	bata1301	Batak	Batak	Batak	Batak	10.1115	119.025	[i-bya][w-bat][a-1077][g-bata1301]
byb			biky1238	Bikya			Bikya	6.74997	10.5333	[i-byb][w-][a-][g-biky1238]
byc			ubag1245	Ubaghara			Ubaghara	5.72343	7.96439	[i-byc][w-][a-][g-ubag1245]
byd			beny1237	Benyadu`			Benyadu`	0.78534	109.753	[i-byd][w-][a-][g-beny1237]
bye			pouy1238	Pouye			Pouye	-3.72704	141.864	[i-bye][w-][a-][g-pouy1238]
byf			bete1261	Bete			Bete {Yukubenic}	7.02128	9.74302	[i-byf][w-][a-][g-bete1261]
byg			bayg1239	Baygo			Baygo	11.13	25.22	[i-byg][w-][a-][g-bayg1239]
byh			bujh1238	Bhujel			Bujhyal	28.0084	84.5068	[i-byh][w-][a-][g-bujh1238]
byi			buyu1239	Buyu			Buyu	-5.41806	28.5545	[i-byi][w-][a-][g-buyu1239]
byj			bina1270	Bina			Bina {Nigeria}	10.2868	8.19726	[i-byj][w-][a-][g-bina1270]
byk			biao1253	Biao			Shidong Biao	23.656	113.391	[i-byk][w-][a-][g-biao1253]
byl			bayo1260	Bayono			Bayono	-5.21728	139.617	[i-byl][w-][a-][g-bayo1260]
bym			bidy1243	Bidyara			Bidyara	-25.192664	147.273359	[i-bym][w-][a-][g-bidy1243]
byn	bln	1097	bili1260	Bilen	Bilin	Bilin	Bilin	15.7833	38.3917	[i-byn][w-bln][a-1097][g-bili1260]
byo			biyo1243	Biyo			Biyo	22.511	101.652	[i-byo][w-][a-][g-biyo1243]
byp			buma1244	Bumaji			Bumaji	6.4491	9.36028	[i-byp][w-][a-][g-buma1244]
byq			basa1287	Basay			Basay	25.0046	121.857	[i-byq][w-][a-][g-basa1287]
byr	bry	1098	baru1267	Yipma	Baruya	Baruya	Baruya	-6.89261	145.818	[i-byr][w-bry][a-1098][g-baru1267]
bys			bura1271	Burak			Burak	9.49451	11.0698	[i-bys][w-][a-][g-bura1271]
byt			bert1249	Berti			Berti	14.67	25.83	[i-byt][w-][a-][g-bert1249]
byv			medu1238	Medumba			Medumba	5.10901	10.6118	[i-byv][w-][a-][g-medu1238]
byw	bel	35	belh1239	Belhariya	Belhare	Belhare	Belhariya	26.9972	87.2783	[i-byw][w-bel][a-35][g-belh1239]
byx	bng	30	qaqe1238	Qaqet	Qaqet	Baining	Qaqet	-4.45258	151.702	[i-byx][w-bng][a-30][g-qaqe1238]
byy			buya1245	Buya			Buya	-4.90828	26.298	[i-byy][w-][a-][g-buya1245]
byz			bana1292	Banaro			Banaro	-4.56615	144.329	[i-byz][w-][a-][g-bana1292]
bza	bnd	1521	band1352	Bandi	Bandi	Bandi	Bandi	7.73729	-10.1684	[i-bza][w-bnd][a-1521][g-band1352]
bzb			andi1257	Andio			Andio	-0.88368	123.174	[i-bzb][w-][a-][g-andi1257]
bzc			sout2920	Malagasy. Southern Betsimisaraka			Southern Betsimisaraka Malagasy	-22.8	47.82	[i-bzc][w-][a-][g-sout2920]
bzd	bri	519	brib1243	Bribri	Bribri	Bribri	Bribri	9.39794	-83.0539	[i-bzd][w-bri][a-519][g-brib1243]
bze			jena1242	Bozo. Jenaama			Jenaama Bozo	15.5	-4	[i-bze][w-][a-][g-jena1242]
bzf	boi	1100	boik1241	Boikin	Boiken	Boiken	Boikin	-3.68297	143.474	[i-bzf][w-boi][a-1100][g-boik1241]
bzg			babu1240	Babuza			Babuza	24.0017	120.585	[i-bzg][w-][a-][g-babu1240]
bzh			mapo1242	Buang. Mapos			Mapos Buang	-6.86672	146.774	[i-bzh][w-][a-][g-mapo1242]
bzi		1019	bisu1244	Bisu		Bisu	Bisu	20.8542	99.9862	[i-bzi][w-][a-1019][g-bisu1244]
bzj			beli1260	Belize Kriol English			Belize Kriol English	17.3941	-88.6281	[i-bzj][w-][a-][g-beli1260]
bzk	mce	1101	nica1252	Nicaragua Creole English	Miskito Coast English Creole	Miskito Coast English Creole	Nicaragua Creole English	12.4402	-83.7386	[i-bzk][w-mce][a-1101][g-nica1252]
bzl			boan1243	Boano			Boano {Sulawesi}	0.51152	120.992	[i-bzl][w-][a-][g-boan1243]
bzm			bolo1263	Bolondo			Bolondo	2.46327	19.6181	[i-bzm][w-][a-][g-bolo1263]
bzn			boan1242	Boano			Boano {Maluku}	-2.95535	127.953	[i-bzn][w-][a-][g-boan1242]
bzo			boza1238	Bozaba			Bozaba	2.07295	18.6784	[i-bzo][w-][a-][g-boza1238]
bzp			kemb1235	Kemberano			Kemberano	-2.24495	132.988	[i-bzp][w-][a-][g-kemb1235]
bzq	bui	1102	buli1255	Buli	Buli {in Indonesia}	Buli {Indonesia}	Buli {Indonesia}	1.0008	128.443	[i-bzq][w-bui][a-1102][g-buli1255]
bzr	bii	1103	biri1256	Biri	Biri	Biri	Biri	-20.1494	146.67	[i-bzr][w-bii][a-1103][g-biri1256]
bzs	lsb	1104	braz1236	Brazilian Sign Language	Lingua de Sinais Brasileira	Sign Language Brazilian	Brazilian Sign Language	-15.5	-48	[i-bzs][w-lsb][a-1104][g-braz1236]
bzt			brit1244				Brithenig	NA	NA	[i-bzt][w-][a-][g-brit1244]
bzu		366	burm1264	Burmeso		Burmeso	Burmeso	-2.47582	138.203	[i-bzu][w-][a-366][g-burm1264]
bzv			bebe1250	Naami			Bebe	6.74825	10.5646	[i-bzv][w-][a-][g-bebe1250]
