stock	mbranch	sbranch	ssbranch	lsbranch	language	LID	glottolog_LID.2014	ISO639.3.2013
Basque	NA	NA	NA	NA	Basque (Zeberio)	1244	basq1248	eus
Cariban	NA	NA	NA	NA	Hianacoto	1245	cari1279	cbd
Cariban	NA	NA	NA	NA	Umaua	1246	cari1279	cbd
Sino-Tibetan	Sinitic	Southern Sinitic	NA	NA	Chaozhou	1247	minn1241	nan
Sino-Tibetan	Sinitic	Southern Sinitic	NA	NA	Hokkien	1248	minn1241	nan
Sino-Tibetan	Sinitic	Southern Sinitic	NA	NA	Taiwanese	1249	minn1241	nan
Sino-Tibetan	Sinitic	Southern Sinitic	NA	NA	Xiamen	1250	minn1241	nan
Sino-Tibetan	Sinitic	Northern Sinitic	NA	NA	Kunming	1251	mand1415	cmn
Algic	Algonquian	NA	NA	NA	Chippewa (Red Lake and Pillager)	1252	chip1241	ciw
Algic	Algonquian	NA	NA	NA	Ojibwe (Minnesota)	1253	west1510	ojw
Semitic	West Semitic	Central (West Semitic)	Aramaic	Aramaic	Neo-Aramaic (Amadiya)	1254	chal1275	cld
Muskogean	NA	NA	NA	NA	Creek (Seminole)	1255	cree1270	mus
Indo-European	Balto-Slavic	Slavic	West Slavic	NA	Slovincian	1256	kash1274	csb
Yokuts-Utian	Utian	Miwok-Costanoan	Costanoan	Southern Costanoan	Mutsun	1257	sout2986	css
Otomanguean	Zapotecan	NA	NA	NA	Chatino (Yaitepec)	1258	west2644	ctp
Mande	East Mande	NA	NA	NA	Dan (Blowo)	1259	blow1238	dnj
Yuman	NA	NA	NA	NA	Diegueño (Mesa Grande)	1260	kumi1248	dih
Yuman	NA	NA	NA	NA	Tiipay (Jamul)	1261	kumi1248	dih
Pama-Nyungan	Southwestern Pama-Nyungan	Ngumbin	NA	NA	Djaru	1262	jaru1254	ddj
Nakh-Daghestanian	Daghestanian	Tsezic	NA	NA	Tsez	1263	dido1241	ddo
Tai-Kadai	NA	NA	NA	NA	Kam (Zhanglu)	1264	kamm1249	kdx
Dogon	NA	NA	NA	NA	Dogoso	1265	toro1252	dts
Guadeloupe Creole	NA	NA	NA	NA	Guadeloupe Creole	1266	guad1242	gcf
Martinique Creole	NA	NA	NA	NA	Martinique Creole	1267	guad1242	gcf
Pama-Nyungan	Yolngu	NA	NA	NA	Dhuwal (Dätiwuy)	1268	dhuw1249	duj
Indo-European	Germanic	West Germanic	NA	NA	Dutch (Brabantic)	1270	dutc1256	nld
Indo-European	Germanic	West Germanic	NA	NA	Dutch (Limburg)	1271	dutc1256	nld
Benue-Congo	Edoid	NA	NA	NA	Degema	1272	dege1246	deg
Algic	Algonquian	NA	NA	NA	Unami	1273	comm1246	del
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Tuvalu	1274	tuva1244	tvl
Sino-Tibetan	Brahmaputran (Sal)	Bodo-Koch (Barish, Bodo-Garo)	Deori	NA	Deori	1275	deor1238	der
Tucánoan	NA	NA	NA	NA	Desano	1276	desa1247	des
Eskimo-Aleut	Eskimoan	NA	NA	NA	Inuktitut (Quebec-Labrador)	1277	east2534	iku
Eskimo-Aleut	Eskimoan	NA	NA	NA	Inuktitut (Salluit)	1278	east2534	iku
Eskimo-Aleut	Eskimoan	NA	NA	NA	Inuktitut (Rankin Inlet)	1279	east2534	iku
Eskimo-Aleut	Eskimoan	NA	NA	NA	Kangiryuarmiut	1280	west2618	ikt
Eskimo-Aleut	Eskimoan	NA	NA	NA	Greenlandic (East)	1281	kala1399	kal
Eskimo-Aleut	Eskimoan	NA	NA	NA	Greenlandic (South)	1282	kala1399	kal
Eskimo-Aleut	Eskimoan	NA	NA	NA	Yup’ik (Saint Lawrence Island)	1284	cent2128	ess
Eskimo-Aleut	Eskimoan	NA	NA	NA	Yup'ik (Chevak)	1285	cent2127	esu
Eskimo-Aleut	Eskimoan	NA	NA	NA	Yup'ik (Norton Sound)	1286	cent2127	esu
Kwadi-Khoe	Kalahari	NA	NA	NA	Deti	1287	shua1254	shg
Tungusic	Northern Tungusic	Northwestern Tungusic	NA	NA	Solon	1288	even1259	evn
Kwa	Gbe	NA	NA	NA	Ewe (Anglo)	1289	ewee1241	ewe
North Atlantic	NA	NA	NA	NA	Fulani (Gombe)	1290	adam1253	fub
North Atlantic	NA	NA	NA	NA	Fula (Mauritanian)	1291	pula1263	fuc
North Atlantic	NA	NA	NA	NA	Ful (Liptako)	1292	west2454	fuh
Gur	North Gur	NA	NA	NA	Dagaare	1293	sout2789	dab
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Dumagat (Casiguran)	1294	casi1235	dgc
Indo-European	Germanic	West Germanic	NA	NA	German (Berlin)	1295	stan1295	deu
Indo-European	Germanic	West Germanic	NA	NA	German (Hannover)	1296	stan1295	deu
Indo-European	Germanic	West Germanic	NA	NA	German (Mansfeldisch)	1297	stan1295	deu
Indo-European	Germanic	West Germanic	NA	NA	German (Thuringian)	1298	stan1295	deu
Indo-European	Germanic	West Germanic	NA	NA	German (Timisoara)	1299	stan1295	deu
Indo-European	Italic-Celtic	Celtic	NA	NA	Irish (Donegal)	1300	iris1253	gle
Indo-European	Italic-Celtic	Celtic	NA	NA	Irish (Munster)	1301	iris1253	gle
Omotic	NA	NA	NA	NA	Gamo	1302	gamo1243	gmv
Omotic	NA	NA	NA	NA	Kullo	1303	dawr1236	dwr
Indo-European	Greek-Armenian	Greek	NA	NA	Greek (Cypriot)	1304	mode1248	ell
Indo-European	Germanic	West Germanic	NA	NA	Alsatian	1305	swis1247	gsw
Indo-European	Germanic	West Germanic	NA	NA	German (Appenzell)	1306	swis1247	gsw
Indo-European	Germanic	West Germanic	NA	NA	German (Bern)	1307	swis1247	gsw
Indo-European	Germanic	West Germanic	NA	NA	German (Ostschweiz)	1308	swis1247	gsw
Indo-European	Germanic	West Germanic	NA	NA	German (Thurgau)	1309	swis1247	gsw
Indo-European	Germanic	West Germanic	NA	NA	German (Zurich)	1310	swis1247	gsw
Guahiboan	NA	NA	NA	NA	Sikuani	1311	guah1255	guh
Gur	North Gur	NA	NA	NA	Gurma (Togo)	1312	gour1243	gux
Semitic	West Semitic	Southern (West Semitic)	Ethiopean	NA	Chaha	1313	seba1251	sgw
Semitic	West Semitic	Southern (West Semitic)	Ethiopean	NA	Muher	1314	seba1251	sgw
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Canaanitic	Hebrew (Modern Ashenazic)	1315	hebr1245	heb
Siouan	NA	NA	NA	NA	Dakota	1316	dako1258	dak
Sino-Tibetan	Brahmaputran (Sal)	Dhimalish	NA	NA	Dhimal	1317	dhim1246	dhi
Pama-Nyungan	Southwestern Pama-Nyungan	Ngayardic	NA	NA	Dhargari	1318	dhar1247	dhr
Pama-Nyungan	Yuin-Kuric	NA	NA	NA	Dhurga	1319	dhur1239	dhu
Kru	East Kru	NA	NA	NA	Vata	1320	lako1244	dic
Surmic	NA	NA	NA	NA	Didinga	1321	didi1258	did
Kwa	Potou-Tano	NA	NA	NA	Ega	1322	egaa1242	ega
Omotic	NA	NA	NA	NA	Dime	1323	dime1235	dim
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Malayan / Malayic	NA	Indonesian (Irianese)	1324	indo1316	ind
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Malayan / Malayic	NA	Indonesian (Jakarta)	1325	indo1316	ind
Nilotic	Western Nilotic	Dinka-Nuer	NA	NA	Dinka	1326	dink1262	din
Sino-Tibetan	Brahmaputran (Sal)	Bodo-Koch (Barish, Bodo-Garo)	Bodo	NA	Dimasa	1327	dima1251	dis
Indo-European	Italic-Celtic	Italic	NA	NA	Italian (Fiorentino)	1328	ital1282	ita
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Ivatan (Southern)	1329	ivat1242	ivv
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Ding	1330	ding1239	diz
Mirndi	Yarram (Western Mirndi)	NA	NA	NA	Jaminjung	1331	djam1255	djd
Songhai	NA	NA	NA	NA	Zarma	1332	zarm1239	dje
Pama-Nyungan	Yolngu	NA	NA	NA	Djinang	1333	djin1253	dji
Ndyuka	NA	NA	NA	NA	Ndyuka	1334	ndyu1242	djk
Pama-Nyungan	Yolngu	NA	NA	NA	Djambarrpuyngu	1335	djam1256	djr
Sepik	Sepik Hill	NA	NA	NA	Sare	1336	kapr1245	dju
Kadugli-Krongo	NA	NA	NA	NA	Kadugli	1337	katc1249	xtc
Kadugli-Krongo	NA	NA	NA	NA	Katcha	1338	katc1249	xtc
Turkic	Common Turkic	Kipchak (Northwest Turkic)	NA	NA	Kirghiz (Fu-Yu)	1339	kirg1245	kir
Indo-European	Indo-Iranian	Indo-Aryan	NA	NA	Kumauni (Johari)	1340	kuma1273	kfy
Mongolic	NA	NA	NA	NA	Kalmyk	1341	kalm1243	xal
Mongolic	NA	NA	NA	NA	Kalmyk (Issyk-Kul)	1342	kalm1243	xal
Mongolic	NA	NA	NA	NA	Oirat	1343	oira1263	oia
Pama-Nyungan	Wiraduric	NA	NA	NA	Yuwaalaraay	1344	gami1243	kld
Turkic	Common Turkic	Oghuz	NA	NA	Turkic (East-Central Xorasan)	1345	khor1269	kmz
Turkic	Common Turkic	Oghuz	NA	NA	Turkic (West Xorasan)	1346	khor1269	kmz
Nubian	NA	NA	NA	NA	Nubian (Kunuz)	1348	kenu1243	xnz
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Fiote	1349	vili1238	kon
Uralic	Finno-Ugric	Finno-Permian	Permian	NA	Yazva	1350	komi1268	kpv
Turkic	Common Turkic	Northern Turkish	Siberian	NA	Dolgan	1351	dolg1241	dlg
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Bena-Lulua	1352	luba1249	lua
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Duma	1353	duma1253	dma
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Bathari	1354	bath1244	bhm
Otomanguean	Mixtecan	NA	NA	NA	Mixtec (Molinos)	1355	sanm1295	mig
Indo-European	Indo-Iranian	Indo-Aryan	Dardic (Northwestern Indo-Aryan)	NA	Dumaki	1356	doma1260	dmk
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Ketapang	1357	mala1479	zlm
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Malayan / Malayic	NA	Malay (Kuala Lumpur)	1358	mala1479	zlm
Mande	West Mande	NA	NA	NA	Mandinka (Gambian)	1359	mand1436	mnk
Pama-Nyungan	Southwestern Pama-Nyungan	Wati	NA	NA	Mantjiltjara	1360	mart1256	mpj
Pama-Nyungan	Southwestern Pama-Nyungan	Wati	NA	NA	Yulparija	1361	mart1256	mpj
Austroasiatic	Munda	NA	NA	NA	Bhumij	1362	mund1320	unr
Southern Daly	NA	NA	NA	NA	Ngan'gityemerri	1363	nang1259	nam
Pama-Nyungan	Southwestern Pama-Nyungan	Ngumbin	NA	NA	Bilinara	1364	ngar1235	nbj
Austroasiatic	Southern Mon-Khmer	Nicobaric	NA	NA	Nancowry	1365	cent1990	ncb
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Doko	1366	ngom1268	ngc
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Oloh Mangtangai	1367	ngaj1237	nij
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Pulopetak	1368	ngaj1237	nij
Nivkh	NA	NA	NA	NA	Nivkh (South Sakhalin)	1369	gily1242	niv
Turkic	Common Turkic	Kipchak (Northwest Turkic)	NA	NA	Noghay (Karagash)	1370	noga1249	nog
Turkic	Common Turkic	Kipchak (Northwest Turkic)	NA	NA	Tatar-Noghay (Alabugat)	1371	noga1249	nog
Turkic	Common Turkic	Kipchak (Northwest Turkic)	NA	NA	Tatar (Yurt)	1372	noga1249	nog
Wakashan	Nootkan (South Wakashan)	NA	NA	NA	Kyuquot	1373	nuuc1236	nuk
Wakashan	Nootkan (South Wakashan)	NA	NA	NA	Nitinaht	1374	diti1235	dtd
Indo-European	Germanic	North Germanic	NA	NA	Danish	1375	dani1285	dan
Sino-Tibetan	Brahmaputran (Sal)	Konyak	Tangsa-Nocte	NA	Jugli	1376	tase1235	nst
Sino-Tibetan	Brahmaputran (Sal)	Konyak	Tangsa-Nocte	NA	Lungchang	1377	tase1235	nst
Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	NA	Dogri	1378	dogr1250	dgo
Lesser Antillean French Creole	NA	NA	NA	NA	Lesser Antillean French Creole	1379	sain1246	acf
Adamawa-Ubangi	NA	NA	NA	NA	Dongo	1380	dong1290	doo
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Duala	1381	dual1243	dua
Adamawa-Ubangi	NA	NA	NA	NA	Doyayo	1382	doya1240	dow
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	Nevome	1383	toho1245	ood
Quechuan	NA	NA	NA	NA	Quechua (Cochabamba)	1385	sout2991	quh
Kordofanian	NA	NA	NA	NA	Rashad	1387	tega1236	ras
Sino-Tibetan	West Himalayish	Almora	NA	NA	Darmiya	1388	darm1243	drd
Indo-European	Italic-Celtic	Italic	NA	NA	Romansch (Scharans)	1389	roma1326	roh
Indo-European	Italic-Celtic	Italic	NA	NA	Romansch (Surmeiran)	1390	roma1326	roh
Indo-European	Italic-Celtic	Italic	NA	NA	Romansch (Sursilvan)	1391	roma1326	roh
Pama-Nyungan	NA	NA	NA	NA	Paakantyi	1392	darl1243	drl
Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	Romani	Romani (Ajia Varvara)	1393	balk1252	rmn
Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	Romani	Romani (Bugurdzi)	1394	balk1252	rmn
Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	Romani	Romani (Kalderash)	1395	vlax1238	rmy
Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	Romani	Romani (Lovari)	1396	vlax1238	rmy
Austronesian	Rukai	NA	NA	NA	Rukai	1397	ruka1240	dru
Indo-European	Italic-Celtic	Italic	NA	NA	Moldavian	1398	roma1327	ron
Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	NA	Darai	1399	dara1250	dry
Sign Language Dutch	NA	NA	NA	NA	Sign Language Dutch	1400	dutc1253	dse
Cushitic	Eastern Cushitic	NA	NA	NA	Dhaasanac	1401	daas1238	dsh
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Karanga	1402	kara1484	kth
Uto-Aztecan	Northern Uto-Aztecan	Numic	NA	NA	Shoshone (Wind River)	1403	shos1248	shh
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Arabic (Abbéché Chad)	1404	chad1249	shu
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Arabic (Borno Nigerian)	1405	chad1249	shu
Indo-European	Italic-Celtic	Italic	NA	NA	Spanish (Canary Islands)	1406	stan1288	spa
Indo-European	Balto-Slavic	Slavic	South Slavic	NA	Bosnian	1407	bosn1245	bos
Salishan	Coast Salish	Central Coast Salish	South Georgia	Straits Salish (Lkungen)	Lummi	1408	stra1244	str
Salishan	Coast Salish	Central Coast Salish	South Georgia	Straits Salish (Lkungen)	Saanich	1409	stra1244	str
Salishan	Coast Salish	Central Coast Salish	South Georgia	Straits Salish (Lkungen)	Salish (Samish Straits)	1410	stra1244	str
Salishan	Coast Salish	Central Coast Salish	South Georgia	Straits Salish (Lkungen)	Songish	1411	stra1244	str
Salishan	Coast Salish	Central Coast Salish	South Georgia	Straits Salish (Lkungen)	Sooke	1412	stra1244	str
Surmic	NA	NA	NA	NA	Chai	1413	suri1267	suq
Surmic	NA	NA	NA	NA	Tirmaga	1414	suri1267	suq
Indo-European	Germanic	North Germanic	NA	NA	Swedish (Västerbotten)	1415	swed1254	swe
Mongolic	NA	NA	NA	NA	Dagur	1416	daur1238	dta
Dravidian	South Dravidian	South Dravidian I	NA	NA	Tamil (Spoken)	1417	tami1289	tam
Kiowa-Tanoan	Tewa	NA	NA	NA	Tewa (Rio Grande)	1418	tewa1260	tew
Kiowa-Tanoan	Tewa	NA	NA	NA	Tewa (San Juan Pueblo)	1419	tewa1260	tew
Berber	NA	NA	NA	Berber	Tuareg (Air)	1420	taha1241	thv
Berber	NA	NA	NA	Berber	Tuareg (Ghat)	1421	taha1241	thv
Sino-Tibetan	Bodic	Tibetan	Central Tibetan (U-Tsang)	NA	Jad	1422	jadd1243	jda
Sino-Tibetan	Bodic	Tibetan	NA	NA	Spitian	1423	spit1240	spt
Sino-Tibetan	Bodic	Tibetan	Central Tibetan (U-Tsang)	NA	Tibetan (Modern Literary)	1424	tibe1272	bod
Sino-Tibetan	Bodic	Tibetan	Central Tibetan (U-Tsang)	NA	Tibetan (Shigatse)	1425	tibe1272	bod
Semitic	West Semitic	Southern (West Semitic)	Ethiopean	NA	Tigré (Beni Amer)	1427	tigr1270	tig
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Talysh (Azerbaijan)	1428	taly1247	tly
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Talysh (Southern)	1429	taly1247	tly
Taman	NA	NA	NA	NA	Miisiirii	1430	tama1331	tma
Turkic	Common Turkic	Kipchak (Northwest Turkic)	NA	NA	Tatar (Baraba)	1431	tata1255	tat
Turkic	Common Turkic	Kipchak (Northwest Turkic)	NA	NA	Tatar (Mishar)	1432	tata1255	tat
Mayan	Greater Tzeltalan	Tzeltalan	NA	NA	Tzeltal (Aguacatenango)	1433	tzel1254	tzh
Mayan	Greater Tzeltalan	Tzeltalan	NA	NA	Tzeltal (Tenejapa)	1434	tzel1254	tzh
Berber	NA	NA	NA	Berber	Berber (Ayt Seghrouchen Middle Atlas)	1435	cent2194	tzm
Duna-Pogaia	NA	NA	NA	NA	Duna	1436	duna1248	duc
Benue-Congo	Kainji	NA	NA	NA	Duka	1437	huns1239	dud
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Paita	1438	dumb1241	duf
Sino-Tibetan	Kiranti	Western Kiranti	Upper Dudhkosi	NA	Dumi	1439	dumi1241	dus
Indo-European	Germanic	West Germanic	NA	NA	Dutch	1440	dutc1256	nld
Uto-Aztecan	Northern Uto-Aztecan	Numic	NA	NA	Chemehuevi	1441	utes1238	ute
Turkic	Common Turkic	Kipchak (Northwest Turkic)	NA	NA	Krymchak	1444	krym1236	jct
Wintuan	NA	NA	NA	NA	Patwin	1445	patw1248	pwi
Indo-European	Germanic	West Germanic	NA	NA	Yiddish (Bessarabian)	1446	east2295	ydd
Indo-European	Germanic	West Germanic	NA	NA	Yiddish (Lithuanian)	1447	east2295	ydd
Indo-European	Germanic	West Germanic	NA	NA	Yiddish (Lodz)	1448	east2295	ydd
Senufo	Tagwana-Djimini	NA	NA	NA	Dyimini	1450	djim1235	dyi
Yokuts-Utian	NA	NA	NA	NA	Wikchamni	1451	yoku1256	yok
Yokuts-Utian	Yokutsan	NA	NA	NA	Yokuts (Yaudanchi)	1452	yoku1256	yok
Mande	West Mande	NA	NA	NA	Dyula	1454	dyul1238	dyu
Yuman	NA	NA	NA	NA	Havasupai	1455	hava1248	yuf
Yuman	NA	NA	NA	NA	Hualapai	1456	hava1248	yuf
Yuman	NA	NA	NA	NA	Yavapai	1457	hava1248	yuf
Bongo-Bagirmi	NA	NA	NA	NA	Binga	1458	yulu1243	yul
Pama-Nyungan	Yidinyic	NA	NA	NA	Djabugay	1459	dyaa1242	dyy
Mixe-Zoque	NA	NA	NA	NA	Zoque (Ostuacan)	1460	copa1236	zoc
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Zulu (Northern)	1461	zulu1248	zul
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Zulu (Southern)	1462	zulu1248	zul
Benue-Congo	Edoid	NA	NA	NA	Bini	1463	bini1246	bin
Mek	Eastern Mek	NA	NA	NA	Eipo	1464	eipo1242	eip
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Ekoti	1465	koti1238	eko
Sino-Tibetan	Karenic	NA	NA	NA	Kayah Li (Eastern)	1466	east2342	eky
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Tuvaluan	1467	tuva1244	tvl
Benue-Congo	Edoid	NA	NA	NA	Ora (Nigeria)	1468	emai1241	ema
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Embaloh	1469	emba1238	emb
Austronesian	Malayo-Polynesian	Oceanic	Mussau-Tench	NA	Mussau	1470	muss1246	emi
Indo-European	Italic-Celtic	Italic	NA	NA	Italian (Bologna)	1471	ital1282	ita
Chocó	NA	NA	NA	NA	Embera	1472	nort2972	emp
Benue-Congo	Edoid	NA	NA	NA	Engenni	1473	enge1239	enn
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Enggano	1474	engg1245	eno
Engan-Kewa	Engan	NA	NA	NA	Enga	1475	enga1252	enq
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Erromangan	1476	siee1239	erg
Pano-Tacanan	Tacanan	NA	NA	NA	Ese Ejja	1477	esee1248	ese
Eskimo-Aleut	Eskimoan	NA	NA	NA	Iñupiaq	1478	nort2945	esk
Esselen	NA	NA	NA	NA	Esselen	1479	esse1238	esq
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Estonian	1480	esto1258	est
Bosavi	NA	NA	NA	NA	Edolo	1482	edol1239	etr
Benue-Congo	Edoid	NA	NA	NA	Etsako	1483	yekh1238	ets
Benue-Congo	Bantoid	NA	NA	NA	Ejagham	1484	ejag1239	etu
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Ewondo	1485	ewon1239	ewo
West Kutubu	NA	NA	NA	NA	Fasu	1486	fasu1242	faa
North Atlantic	NA	NA	NA	NA	Palor	1487	palo1243	fap
Sign Language Québec	NA	NA	NA	NA	Sign Language Québec	1488	queb1245	fcs
Nubian	NA	NA	NA	NA	Nobiin	1489	nobi1240	fia
Salishan	Interior Salish	Southern Interior Salish	NA	NA	Kalispel	1490	kali1308	fla
Benue-Congo	Bantoid	Grassfields Bantu	NA	NA	Fe'fe'	1491	fefe1239	fmp
Kwa	Gbe	NA	NA	NA	Fongbe	1492	fonn1241	fon
East Kutubu	NA	NA	NA	NA	Foe	1493	foii1241	foi
Eastern Highlands	Gorokan	NA	NA	NA	Fore	1494	fore1270	for
Austronesian	East Formosan	NA	NA	NA	Siraiya	1495	sira1267	fos
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Fordata	1496	ford1242	frd
Guianese French Creole	NA	NA	NA	NA	Guianese French Creole	1497	guia1246	gcr
Indo-European	Germanic	West Germanic	Frisian	NA	Frisian (Western)	1498	west2354	fry
Indo-European	Germanic	West Germanic	Frisian	NA	Frisian (North)	1499	nort2626	frr
Indo-European	Germanic	West Germanic	Frisian	NA	Frisian (Eastern)	1500	east2288	frs
Mairasi	NA	NA	NA	NA	Mairasi	1501	nucl1594	zrs
Sign Language Finnish	NA	NA	NA	NA	Sign Language Finnish	1502	finn1310	fse
Sign Language French	NA	NA	NA	NA	Sign Language French	1503	fren1243	fsl
North Atlantic	NA	NA	NA	NA	Fula (Senegal)	1504	pula1263	fuc
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Eastern Fijian-Polynesian linkage	Futuna (East)	1505	east2447	fud
North Atlantic	NA	NA	NA	NA	Fula (Guinean)	1506	pula1262	fuf
North Atlantic	NA	NA	NA	NA	Fula (Burkina Faso)	1507	west2454	fuh
North Atlantic	NA	NA	NA	NA	Fulfulde (Maasina)	1508	maas1239	ffm
Macro-Ge	Yaté	NA	NA	NA	Yaté	1509	fuln1247	fun
Bongo-Bagirmi	NA	NA	NA	NA	Bagiro	1510	furu1242	fuu
North Atlantic	NA	NA	NA	NA	Fula (Nigerian)	1511	nige1253	fuv
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Po-Ai	1512	fwai1237	fwa
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Ga'anda	1513	gaan1243	gqa
Kwa	NA	NA	NA	NA	Gã	1514	gaaa1244	gaa
Arawakan	North Amazonian	NA	NA	NA	Warekena	1515	guar1293	gae
Turkic	Common Turkic	Oghuz	NA	NA	Gagauz	1516	gaga1249	gag
Eastern Highlands	Gorokan	Gahuku	NA	NA	Alekano	1517	alek1238	gah
Eastern Highlands	Kainantu	NA	NA	NA	Gadsup	1518	gads1258	gaj
Cushitic	Eastern Cushitic	NA	NA	NA	Oromo (Boraana)	1519	bora1271	gax
Cushitic	Eastern Cushitic	NA	NA	NA	Oromo (West-Central)	1520	west2721	gaz
Mande	West Mande	NA	NA	NA	Bandi	1521	band1352	bza
Pama-Nyungan	Southwestern Pama-Nyungan	NA	NA	NA	Karadjeri	1522	kara1476	gbd
West Papuan	North Halmaheran	NA	NA	NA	Galela	1523	gale1259	gbi
Austroasiatic	Munda	NA	NA	NA	Gadaba	1524	bodo1267	gbj
Benue-Congo	Nupoid	NA	NA	NA	Gwari	1526	gbar1246	gby
East New Britain	NA	NA	NA	NA	Mali	1527	mali1284	gcc
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Gude	1528	gude1246	gde
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Guduf	1529	gudu1252	gdf
Laal	NA	NA	NA	NA	Laal	1530	laal1242	gdm
Nakh-Daghestanian	Daghestanian	Avar-Andic	Andic	NA	Godoberi	1531	ghod1238	gdo
Lower Sepik - Ramu	Lower Ramu	Mikarew-Kire (MK)	NA	NA	Kire	1532	kire1240	geb
Benue-Congo	Nupoid	NA	NA	NA	Gade	1533	gade1242	ged
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Enya	1534	enya1247	gey
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Papuan Tip	Patpatar	1535	patp1243	gfk
Burraran	NA	NA	NA	NA	Gurr-goni	1536	gura1252	gge
Dravidian	South Dravidian	South Dravidian II (”South-Central”)	NA	NA	Gondi	1537	nort2702	gno
Nubian	NA	NA	NA	NA	Nubian (Hill)	1538	kenu1236	kzh
Greater Binanderean	Guhu-Samane	NA	NA	NA	Guhu-Samane	1539	guhu1244	ghs
Djerragan	NA	NA	NA	NA	Kitja	1540	kitj1240	gia
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Gidar	1541	gida1247	gid
Nakh-Daghestanian	Daghestanian	Tsezic	NA	NA	Hinuq	1542	hinu1240	gin
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Giziga	1543	nort3047	gis
Indo-European	Indo-Iranian	Indo-Aryan	Southwestern Indo-Aryan	NA	Gujarati	1544	guja1252	guj
Indo-European	Indo-Iranian	Indo-Aryan	NA	NA	Gojri	1545	guja1253	gju
Benue-Congo	Cross River	NA	NA	NA	Gokana	1546	goka1239	gkn
Pama-Nyungan	Yolngu	NA	NA	NA	Gaalpu	1547	dhan1270	dhg
Adamawa-Ubangi	NA	NA	NA	NA	Gula Iro	1548	gula1265	glj
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Gilaki	1549	gila1241	glk
Indo-European	Italic-Celtic	Italic	NA	NA	Galician	1550	gali1258	glg
Bongo-Bagirmi	NA	NA	NA	NA	Gula (Central African Republic)	1551	gula1269	glu
Pama-Nyungan	Yolngu	NA	NA	NA	Gumatj	1552	guma1253	gnn
Pama-Nyungan	Waka-Kabic	NA	NA	NA	Gureng Gureng	1553	gure1255	gnr
